n,t
65601,0.001044412
65665,0.001114408
65729,0.001018718
65793,0.000989426
65857,0.000985489
65921,0.000990642
65985,0.000987154
66049,0.000947745
66113,0.000990712
66177,0.000960712
66241,0.000933483
66305,0.000931150
66369,0.000940559
66433,0.000932556
66497,0.000936164
66561,0.000929914
66625,0.000957523
66689,0.000936113
66753,0.001008004
66817,0.001025326
66881,0.000956496
66945,0.000956306
67009,0.001027050
67073,0.001031057
67137,0.000983625
67201,0.001220205
67265,0.001006837
67329,0.000949659
67393,0.001049525
67457,0.001017711
67521,0.001170731
67585,0.001029840
67649,0.001031106
67713,0.001022127
67777,0.000958549
67841,0.001002578
67905,0.001012568
67969,0.001053328
68033,0.001031533
68097,0.001370122
68161,0.000971252
68225,0.000968172
68289,0.000980734
68353,0.000970225
68417,0.001185015
68481,0.001060327
68545,0.001068602
68609,0.001054214
68673,0.000965010
68737,0.000977015
68801,0.000975589
68865,0.001020774
68929,0.000974372
68993,0.001324448
69057,0.001061732
69121,0.000967524
69185,0.000987473
69249,0.000974662
69313,0.001247966
69377,0.001003336
69441,0.001078821
69505,0.000992408
69569,0.000972668
69633,0.000983516
69697,0.000984104
69761,0.000980305
69825,0.000995639
69889,0.001279771
69953,0.001060436
70017,0.001042619
70081,0.000997823
70145,0.001050904
70209,0.001000953
70273,0.000991800
70337,0.001001422
70401,0.001027973
70465,0.001392814
70529,0.000997683
70593,0.000997583
70657,0.001080895
70721,0.001070709
70785,0.001015995
70849,0.001076294
70913,0.001081609
70977,0.001030396
71041,0.001382785
71105,0.001012085
71169,0.001008096
71233,0.001009901
71297,0.001019196
71361,0.001097168
71425,0.001137131
71489,0.001009980
71553,0.001021150
71617,0.001374656
71681,0.001098703
71745,0.001014778
71809,0.001100549
71873,0.001090216
71937,0.001022706
72001,0.001074368
72065,0.001014140
72129,0.001109365
72193,0.001353194
72257,0.001122560
72321,0.001092421
72385,0.001010150
72449,0.001026537
72513,0.001107879
72577,0.001098464
72641,0.001017710
72705,0.001033118
72769,0.001281325
72833,0.001138757
72897,0.001034625
72961,0.001030606
73025,0.001034027
73089,0.001115160
73153,0.001121652
73217,0.001032062
73281,0.001040419
73345,0.001111151
73409,0.001101665
73473,0.001041935
73537,0.001055437
73601,0.001504219
73665,0.001253412
73729,0.001110853
73793,0.001121438
73857,0.001401236
73921,0.001096916
73985,0.001045889
74049,0.001059337
74113,0.001058928
74177,0.001145201
74241,0.001058659
74305,0.001134387
74369,0.001057202
74433,0.001064894
74497,0.001095979
74561,0.001164804
74625,0.001166071
74689,0.001140473
74753,0.001063517
74817,0.001062739
74881,0.001073543
74945,0.001301815
75009,0.001115053
75073,0.001118485
75137,0.001170909
75201,0.001470221
75265,0.001154518
75329,0.001115093
75393,0.001140443
75457,0.001490292
75521,0.001160634
75585,0.001150158
75649,0.001071637
75713,0.001146238
75777,0.001152024
75841,0.001169831
75905,0.001094732
75969,0.001148323
76033,0.001176027
76097,0.001188606
76161,0.001157786
76225,0.001152946
76289,0.001109720
76353,0.001088746
76417,0.001132271
76481,0.001153216
76545,0.001160660
76609,0.001201032
76673,0.001091779
76737,0.001170259
76801,0.001087548
76865,0.001109710
76929,0.001155222
76993,0.001201900
77057,0.001189707
77121,0.001156080
77185,0.001098255
77249,0.001166438
77313,0.001384137
77377,0.001111736
77441,0.001110667
77505,0.001151739
77569,0.001416886
77633,0.001200673
77697,0.001107195
77761,0.001192541
77825,0.001426933
77889,0.001170798
77953,0.001121694
78017,0.001179569
78081,0.001490726
78145,0.001192491
78209,0.001176775
78273,0.001191763
78337,0.001506183
78401,0.001118990
78465,0.001121045
78529,0.001215951
78593,0.001635483
78657,0.001267389
78721,0.001184864
78785,0.001322605
78849,0.001192409
78913,0.001118014
78977,0.001163287
79041,0.001197270
79105,0.001194266
79169,0.001156190
79233,0.001137037
79297,0.001148735
79361,0.001221064
79425,0.001189645
79489,0.001131489
79553,0.001200384
79617,0.001223568
79681,0.001204436
79745,0.001227052
